date,numerical_sentiment,mean_sentiment_probability,percent_positive,percent_negative,percent_neutral
2026-03-30,-0.18181818181818182,0.8056967095895247,0.09090909090909091,0.2727272727272727,0.6363636363636364
2026-03-31,-0.09230769230769231,0.8127972020552708,0.16923076923076924,0.26153846153846155,0.5692307692307692
2026-04-01,-0.17647058823529413,0.8040479351492489,0.14705882352941177,0.3235294117647059,0.5294117647058824
2026-04-02,-0.1111111111111111,0.779322173860338,0.2777777777777778,0.3888888888888889,0.3333333333333333
2026-04-03,0.0,0.8241931850259955,0.18181818181818182,0.18181818181818182,0.6363636363636364
2026-04-04,0.0,0.7630311101675034,0.0,0.0,1.0
2026-04-05,0.0,0.8587182760238647,0.25,0.25,0.5
2026-04-06,-0.13333333333333333,0.8303335587183635,0.2,0.3333333333333333,0.4666666666666667
2026-04-07,-0.1111111111111111,0.7994968824916415,0.3333333333333333,0.4444444444444444,0.2222222222222222
2026-04-08,0.09375,0.7916800593957305,0.21875,0.125,0.65625
2026-04-09,0.19444444444444445,0.750332408481174,0.3055555555555556,0.1111111111111111,0.5833333333333334
2026-04-10,0.08823529411764706,0.7734122767167932,0.23529411764705882,0.14705882352941177,0.6176470588235294
2026-04-11,-0.25,0.7576906681060791,0.0,0.25,0.75
2026-04-12,0.1111111111111111,0.7561381194326613,0.2222222222222222,0.1111111111111111,0.6666666666666666
2026-04-13,0.25,0.7757257620493571,0.25,0.0,0.75
2026-04-14,0.10526315789473684,0.8023640074227986,0.2631578947368421,0.15789473684210525,0.5789473684210527
2026-04-15,0.0,0.7865924320437692,0.24242424242424243,0.24242424242424243,0.5151515151515151
2026-04-16,0.3333333333333333,0.7838166654109955,0.3333333333333333,0.0,0.6666666666666666
2026-04-17,0.0625,0.786712821573019,0.1875,0.125,0.6875
2026-04-18,0.09090909090909091,0.8244304494424299,0.2727272727272727,0.18181818181818182,0.5454545454545454
2026-04-19,0.0,0.6270720362663269,0.3333333333333333,0.3333333333333333,0.3333333333333333
2026-04-20,0.34615384615384615,0.7958403458962073,0.38461538461538464,0.038461538461538464,0.5769230769230769
2026-04-21,0.15384615384615385,0.7835191866526237,0.2692307692307692,0.11538461538461539,0.6153846153846154
2026-04-22,0.047619047619047616,0.8287804694402785,0.2857142857142857,0.23809523809523808,0.47619047619047616
2026-04-23,0.0,0.8010609437312398,0.17857142857142858,0.17857142857142858,0.6428571428571429
2026-04-24,-0.1388888888888889,0.7709043464726872,0.1388888888888889,0.2777777777777778,0.5833333333333334
2026-04-25,0.2857142857142857,0.869552024773189,0.2857142857142857,0.0,0.7142857142857143
2026-04-26,-0.23076923076923078,0.7541492650142083,0.0,0.23076923076923078,0.7692307692307693
2026-04-27,0.0,0.790488254456293,0.23809523809523808,0.23809523809523808,0.5238095238095238
2026-04-28,-0.17307692307692307,0.8054173577290314,0.17307692307692307,0.34615384615384615,0.4807692307692308
2026-04-29,-0.09523809523809523,0.792179567946328,0.23809523809523808,0.3333333333333333,0.42857142857142855
2026-04-30,0.04819277108433735,0.8090890660343399,0.3493975903614458,0.30120481927710846,0.3493975903614458
2026-05-01,0.0625,0.7813670411705971,0.28125,0.21875,0.5
2026-05-02,0.0,0.7719857188371512,0.15384615384615385,0.15384615384615385,0.6923076923076923
2026-05-03,0.0,0.8510611553986868,0.25,0.25,0.5
2026-05-04,0.17391304347826086,0.7563549694807633,0.21739130434782608,0.043478260869565216,0.7391304347826086
2026-05-05,0.02564102564102564,0.8319568358934842,0.2564102564102564,0.23076923076923078,0.5128205128205128
2026-05-06,0.034482758620689655,0.8208925271856373,0.20689655172413793,0.1724137931034483,0.6206896551724138
2026-05-07,-0.08108108108108109,0.8470994491834898,0.24324324324324326,0.32432432432432434,0.43243243243243246
2026-05-08,0.0,0.827130023922239,0.21428571428571427,0.21428571428571427,0.5714285714285714
2026-05-09,0.0,0.7547080367803574,0.0,0.0,1.0
2026-05-10,0.2857142857142857,0.8191551310675484,0.42857142857142855,0.14285714285714285,0.42857142857142855
